sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
227,57,detest,IC,low,pl,Julie detests the boss of the administrators who have, have,-2.994676113128662,"[('ie', -6.097168445587158), (' det', -12.8208589553833), ('ests', -2.009463310241699), (' the', -1.711198329925537), (' boss', -9.535560607910156), (' of', -3.419931411743164), (' the', -1.3356983661651611), (' administrators', -11.531627655029297), (' who', -2.3579928874969482), (' have', -2.994676113128662)]"
228,57,visit,nonIC,low,pl,Julie visits the boss of the administrators who have, have,-2.725213050842285,"[('ie', -6.097168445587158), (' visits', -10.304295539855957), (' the', -1.4152860641479492), (' boss', -10.643837928771973), (' of', -1.8746181726455688), (' the', -1.3549946546554565), (' administrators', -12.281965255737305), (' who', -3.3388495445251465), (' have', -2.725213050842285)]"
229,58,thank,IC,high,sg,Ethan thanked the host of the guests who was, was,-6.587939739227295,"[('than', -10.508368492126465), (' thanked', -9.551915168762207), (' the', -1.8163902759552002), (' host', -6.072253227233887), (' of', -1.7176074981689453), (' the', -1.6459839344024658), (' guests', -7.613614082336426), (' who', -3.5101213455200195), (' was', -6.587939739227295)]"
230,58,ran,nonIC,high,sg,Ethan ran into the host of the guests who was, was,-5.214784145355225,"[('than', -10.508368492126465), (' ran', -9.096035957336426), (' into', -2.796865463256836), (' the', -2.3493404388427734), (' host', -9.321640014648438), (' of', -2.624695301055908), (' the', -2.300447940826416), (' guests', -8.168121337890625), (' who', -3.1777451038360596), (' was', -5.214784145355225)]"
231,58,thank,IC,low,pl,Ethan thanked the host of the guests who were, were,-2.33821439743042,"[('than', -10.508368492126465), (' thanked', -9.551915168762207), (' the', -1.8163902759552002), (' host', -6.072253227233887), (' of', -1.7176074981689453), (' the', -1.6459839344024658), (' guests', -7.613614082336426), (' who', -3.5101213455200195), (' were', -2.33821439743042)]"
232,58,ran,nonIC,low,pl,Ethan ran into the host of the guests who were, were,-1.333253264427185,"[('than', -10.508368492126465), (' ran', -9.096035957336426), (' into', -2.796865463256836), (' the', -2.3493404388427734), (' host', -9.321640014648438), (' of', -2.624695301055908), (' the', -2.300447940826416), (' guests', -8.168121337890625), (' who', -3.1777451038360596), (' were', -1.333253264427185)]"
233,59,congratulate,IC,high,sg,Grace congratulates the director of the staff members who has, has,-7.537862777709961,"[('ace', -7.673612594604492), (' congrat', -13.870767593383789), ('ulates', -0.004834628663957119), (' the', -2.186041831970215), (' director', -7.278361797332764), (' of', -1.3013626337051392), (' the', -0.643661379814148), (' staff', -7.797435283660889), (' members', -7.244054317474365), (' who', -2.021291732788086), (' has', -7.537862777709961)]"
234,59,work,nonIC,high,sg,Grace works with the director of the staff members who has, has,-6.698082447052002,"[('ace', -7.673612594604492), (' works', -9.380548477172852), (' with', -1.7843637466430664), (' the', -2.231276035308838), (' director', -7.116899013519287), (' of', -1.3844780921936035), (' the', -1.466377854347229), (' staff', -8.674858093261719), (' members', -7.374828338623047), (' who', -2.539595603942871), (' has', -6.698082447052002)]"
235,59,congratulate,IC,low,pl,Grace congratulates the director of the staff members who have, have,-2.672804117202759,"[('ace', -7.673612594604492), (' congrat', -13.870767593383789), ('ulates', -0.004834628663957119), (' the', -2.186041831970215), (' director', -7.278361797332764), (' of', -1.3013626337051392), (' the', -0.643661379814148), (' staff', -7.797435283660889), (' members', -7.244054317474365), (' who', -2.021291732788086), (' have', -2.672804117202759)]"
236,59,work,nonIC,low,pl,Grace works with the director of the staff members who have, have,-3.155052661895752,"[('ace', -7.673612594604492), (' works', -9.380548477172852), (' with', -1.7843637466430664), (' the', -2.231276035308838), (' director', -7.116899013519287), (' of', -1.3844780921936035), (' the', -1.466377854347229), (' staff', -8.674858093261719), (' members', -7.374828338623047), (' who', -2.539595603942871), (' have', -3.155052661895752)]"
237,60,mock,IC,high,sg,Joseph mocked the trainer of the boxers who was, was,-3.3869900703430176,"[(' mocked', -12.635422706604004), (' the', -1.6712424755096436), (' trainer', -10.560861587524414), (' of', -4.748542308807373), (' the', -1.3325756788253784), (' box', -9.428080558776855), ('ers', -2.447488784790039), (' who', -2.746506690979004), (' was', -3.3869900703430176)]"
238,60,carpool,nonIC,high,sg,Joseph carpooled with the trainer of the boxers who was, was,-3.1043715476989746,"[(' car', -9.746220588684082), ('pool', -5.434363842010498), ('ed', -0.74117112159729), (' with', -1.555830717086792), (' the', -2.90842342376709), (' trainer', -9.19184398651123), (' of', -5.278277397155762), (' the', -1.386765718460083), (' box', -8.882933616638184), ('ers', -2.9841501712799072), (' who', -3.411447525024414), (' was', -3.1043715476989746)]"
239,60,mock,IC,low,pl,Joseph mocked the trainer of the boxers who were, were,-2.455845355987549,"[(' mocked', -12.635422706604004), (' the', -1.6712424755096436), (' trainer', -10.560861587524414), (' of', -4.748542308807373), (' the', -1.3325756788253784), (' box', -9.428080558776855), ('ers', -2.447488784790039), (' who', -2.746506690979004), (' were', -2.455845355987549)]"
240,60,carpool,nonIC,low,pl,Joseph carpooled with the trainer of the boxers who were, were,-1.6473402976989746,"[(' car', -9.746220588684082), ('pool', -5.434363842010498), ('ed', -0.74117112159729), (' with', -1.555830717086792), (' the', -2.90842342376709), (' trainer', -9.19184398651123), (' of', -5.278277397155762), (' the', -1.386765718460083), (' box', -8.882933616638184), ('ers', -2.9841501712799072), (' who', -3.411447525024414), (' were', -1.6473402976989746)]"
