sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
214,54,greet,nonIC,high,sg,Alex greeted the counselor of the highschoolers who was, was,-2.2713255882263184,"[('Alex', -9.158098220825195), (' greeted', -12.73000717163086), (' the', -2.7573628425598145), (' counselor', -9.843481063842773), (' of', -5.352748870849609), (' the', -0.719716489315033), (' high', -5.9296464920043945), ('school', -5.443580150604248), ('ers', -7.097904205322266), (' who', -3.585496425628662), (' was', -2.2713255882263184)]"
215,54,help,IC,low,pl,Alex helped the counselor of the highschoolers who were, were,-2.0183265209198,"[('Alex', -9.158098220825195), (' helped', -10.198930740356445), (' the', -3.9721927642822266), (' counselor', -10.965561866760254), (' of', -5.858996391296387), (' the', -0.9781907200813293), (' high', -4.6747145652771), ('school', -4.74110221862793), ('ers', -9.459832191467285), (' who', -3.774847984313965), (' were', -2.0183265209198)]"
216,54,greet,nonIC,low,pl,Alex greeted the counselor of the highschoolers who were, were,-2.1553168296813965,"[('Alex', -9.158098220825195), (' greeted', -12.73000717163086), (' the', -2.7573628425598145), (' counselor', -9.843481063842773), (' of', -5.352748870849609), (' the', -0.719716489315033), (' high', -5.9296464920043945), ('school', -5.443580150604248), ('ers', -7.097904205322266), (' who', -3.585496425628662), (' were', -2.1553168296813965)]"
217,55,reproach,IC,high,sg,Tiffany reproached the intern of the executives who was, was,-3.4631996154785156,"[('T', -5.981538772583008), ('iffany', -5.566905975341797), (' repro', -16.47699737548828), ('ached', -10.380088806152344), (' the', -2.257950782775879), (' intern', -9.026163101196289), (' of', -5.9691548347473145), (' the', -1.427476406097412), (' executives', -10.74260425567627), (' who', -2.923832893371582), (' was', -3.4631996154785156)]"
218,55,study,nonIC,high,sg,Tiffany studied with the intern of the executives who was, was,-4.403892517089844,"[('T', -5.981538772583008), ('iffany', -5.566905975341797), (' studied', -9.804524421691895), (' with', -3.375223398208618), (' the', -2.5560808181762695), (' intern', -10.68220329284668), (' of', -4.04899787902832), (' the', -1.3232688903808594), (' executives', -13.030780792236328), (' who', -3.7308475971221924), (' was', -4.403892517089844)]"
219,55,reproach,IC,low,pl,Tiffany reproached the intern of the executives who were, were,-2.8942623138427734,"[('T', -5.981538772583008), ('iffany', -5.566905975341797), (' repro', -16.47699737548828), ('ached', -10.380088806152344), (' the', -2.257950782775879), (' intern', -9.026163101196289), (' of', -5.9691548347473145), (' the', -1.427476406097412), (' executives', -10.74260425567627), (' who', -2.923832893371582), (' were', -2.8942623138427734)]"
220,55,study,nonIC,low,pl,Tiffany studied with the intern of the executives who were, were,-2.2271039485931396,"[('T', -5.981538772583008), ('iffany', -5.566905975341797), (' studied', -9.804524421691895), (' with', -3.375223398208618), (' the', -2.5560808181762695), (' intern', -10.68220329284668), (' of', -4.04899787902832), (' the', -1.3232688903808594), (' executives', -13.030780792236328), (' who', -3.7308475971221924), (' were', -2.2271039485931396)]"
221,56,pacify,IC,high,sg,Samuel pacified the neighbor of the musicians who was, was,-3.721390724182129,"[('Sam', -9.072751998901367), ('uel', -1.4086686372756958), (' pac', -14.457663536071777), ('ified', -5.963066101074219), (' the', -1.7251291275024414), (' neighbor', -9.75806999206543), (' of', -2.737365245819092), (' the', -1.1974045038223267), (' musicians', -11.036908149719238), (' who', -2.816114902496338), (' was', -3.721390724182129)]"
222,56,chat,nonIC,high,sg,Samuel chatted with the neighbor of the musicians who was, was,-3.312711238861084,"[('Sam', -9.072751998901367), ('uel', -1.4086686372756958), (' ch', -11.07367992401123), ('atted', -8.246326446533203), (' with', -0.7552346587181091), (' the', -2.4012539386749268), (' neighbor', -8.365036010742188), (' of', -3.9229297637939453), (' the', -1.0335065126419067), (' musicians', -11.089658737182617), (' who', -1.570483922958374), (' was', -3.312711238861084)]"
223,56,pacify,IC,low,pl,Samuel pacified the neighbor of the musicians who were, were,-1.9602298736572266,"[('Sam', -9.072751998901367), ('uel', -1.4086686372756958), (' pac', -14.457663536071777), ('ified', -5.963066101074219), (' the', -1.7251291275024414), (' neighbor', -9.75806999206543), (' of', -2.737365245819092), (' the', -1.1974045038223267), (' musicians', -11.036908149719238), (' who', -2.816114902496338), (' were', -1.9602298736572266)]"
224,56,chat,nonIC,low,pl,Samuel chatted with the neighbor of the musicians who were, were,-1.5571075677871704,"[('Sam', -9.072751998901367), ('uel', -1.4086686372756958), (' ch', -11.07367992401123), ('atted', -8.246326446533203), (' with', -0.7552346587181091), (' the', -2.4012539386749268), (' neighbor', -8.365036010742188), (' of', -3.9229297637939453), (' the', -1.0335065126419067), (' musicians', -11.089658737182617), (' who', -1.570483922958374), (' were', -1.5571075677871704)]"
225,57,detest,IC,high,sg,Julie detests the boss of the administrators who has, has,-2.910656452178955,"[('Jul', -9.093313217163086), ('ie', -1.5506662130355835), (' det', -12.323582649230957), ('ests', -2.162365198135376), (' the', -2.004848003387451), (' boss', -7.411808013916016), (' of', -2.9882760047912598), (' the', -0.9915932416915894), (' administrators', -13.261667251586914), (' who', -1.7162410020828247), (' has', -2.910656452178955)]"
226,57,visit,nonIC,high,sg,Julie visits the boss of the administrators who has, has,-6.121277809143066,"[('Jul', -9.093313217163086), ('ie', -1.5506662130355835), (' visits', -10.069416999816895), (' the', -1.5533610582351685), (' boss', -10.908825874328613), (' of', -1.6092767715454102), (' the', -1.5426744222640991), (' administrators', -12.347561836242676), (' who', -1.926207423210144), (' has', -6.121277809143066)]"
227,57,detest,IC,low,pl,Julie detests the boss of the administrators who have, have,-1.9674841165542603,"[('Jul', -9.093313217163086), ('ie', -1.5506662130355835), (' det', -12.323582649230957), ('ests', -2.162365198135376), (' the', -2.004848003387451), (' boss', -7.411808013916016), (' of', -2.9882760047912598), (' the', -0.9915932416915894), (' administrators', -13.261667251586914), (' who', -1.7162410020828247), (' have', -1.9674841165542603)]"
228,57,visit,nonIC,low,pl,Julie visits the boss of the administrators who have, have,-2.3147380352020264,"[('Jul', -9.093313217163086), ('ie', -1.5506662130355835), (' visits', -10.069416999816895), (' the', -1.5533610582351685), (' boss', -10.908825874328613), (' of', -1.6092767715454102), (' the', -1.5426744222640991), (' administrators', -12.347561836242676), (' who', -1.926207423210144), (' have', -2.3147380352020264)]"
229,58,thank,IC,high,sg,Ethan thanked the host of the guests who was, was,-6.6590142250061035,"[('E', -6.430418014526367), ('than', -5.336932182312012), (' thanked', -13.517169952392578), (' the', -1.9024347066879272), (' host', -5.097133636474609), (' of', -2.273634910583496), (' the', -0.36259645223617554), (' guests', -9.591142654418945), (' who', -2.7434980869293213), (' was', -6.6590142250061035)]"
230,58,ran,nonIC,high,sg,Ethan ran into the host of the guests who was, was,-3.9537699222564697,"[('E', -6.430418014526367), ('than', -5.336932182312012), (' ran', -9.317266464233398), (' into', -2.6788887977600098), (' the', -0.8831077814102173), (' host', -11.05173110961914), (' of', -2.446474552154541), (' the', -0.9361338019371033), (' guests', -9.934885025024414), (' who', -3.348051071166992), (' was', -3.9537699222564697)]"
231,58,thank,IC,low,pl,Ethan thanked the host of the guests who were, were,-2.2772068977355957,"[('E', -6.430418014526367), ('than', -5.336932182312012), (' thanked', -13.517169952392578), (' the', -1.9024347066879272), (' host', -5.097133636474609), (' of', -2.273634910583496), (' the', -0.36259645223617554), (' guests', -9.591142654418945), (' who', -2.7434980869293213), (' were', -2.2772068977355957)]"
232,58,ran,nonIC,low,pl,Ethan ran into the host of the guests who were, were,-0.8287051320075989,"[('E', -6.430418014526367), ('than', -5.336932182312012), (' ran', -9.317266464233398), (' into', -2.6788887977600098), (' the', -0.8831077814102173), (' host', -11.05173110961914), (' of', -2.446474552154541), (' the', -0.9361338019371033), (' guests', -9.934885025024414), (' who', -3.348051071166992), (' were', -0.8287051320075989)]"
233,59,congratulate,IC,high,sg,Grace congratulates the director of the staff members who has, has,-4.110126495361328,"[('Grace', -10.453486442565918), (' congrat', -12.504931449890137), ('ulates', -0.14235183596611023), (' the', -2.2984421253204346), (' director', -8.74332046508789), (' of', -0.44071513414382935), (' the', -0.8158184289932251), (' staff', -9.212583541870117), (' members', -5.27665376663208), (' who', -2.2976326942443848), (' has', -4.110126495361328)]"
234,59,work,nonIC,high,sg,Grace works with the director of the staff members who has, has,-5.537532329559326,"[('Grace', -10.453486442565918), (' works', -8.293889999389648), (' with', -1.4037281274795532), (' the', -2.464096784591675), (' director', -6.589360237121582), (' of', -0.8006815314292908), (' the', -1.1669554710388184), (' staff', -8.694204330444336), (' members', -5.226524353027344), (' who', -3.755120277404785), (' has', -5.537532329559326)]"
235,59,congratulate,IC,low,pl,Grace congratulates the director of the staff members who have, have,-1.545837163925171,"[('Grace', -10.453486442565918), (' congrat', -12.504931449890137), ('ulates', -0.14235183596611023), (' the', -2.2984421253204346), (' director', -8.74332046508789), (' of', -0.44071513414382935), (' the', -0.8158184289932251), (' staff', -9.212583541870117), (' members', -5.27665376663208), (' who', -2.2976326942443848), (' have', -1.545837163925171)]"
236,59,work,nonIC,low,pl,Grace works with the director of the staff members who have, have,-2.4780478477478027,"[('Grace', -10.453486442565918), (' works', -8.293889999389648), (' with', -1.4037281274795532), (' the', -2.464096784591675), (' director', -6.589360237121582), (' of', -0.8006815314292908), (' the', -1.1669554710388184), (' staff', -8.694204330444336), (' members', -5.226524353027344), (' who', -3.755120277404785), (' have', -2.4780478477478027)]"
237,60,mock,IC,high,sg,Joseph mocked the trainer of the boxers who was, was,-2.8164315223693848,"[('Joseph', -9.425392150878906), (' mocked', -17.45826530456543), (' the', -1.5527079105377197), (' trainer', -12.940229415893555), (' of', -3.0643491744995117), (' the', -0.866104006767273), (' box', -9.066801071166992), ('ers', -0.05487237498164177), (' who', -2.3455798625946045), (' was', -2.8164315223693848)]"
238,60,carpool,nonIC,high,sg,Joseph carpooled with the trainer of the boxers who was, was,-4.443932056427002,"[('Joseph', -9.425392150878906), (' carp', -13.972306251525879), ('ooled', -10.10547924041748), (' with', -1.1394448280334473), (' the', -3.709303379058838), (' trainer', -10.334529876708984), (' of', -2.845889091491699), (' the', -1.1163309812545776), (' box', -7.952415466308594), ('ers', -0.24807386100292206), (' who', -2.110215425491333), (' was', -4.443932056427002)]"
239,60,mock,IC,low,pl,Joseph mocked the trainer of the boxers who were, were,-1.956804633140564,"[('Joseph', -9.425392150878906), (' mocked', -17.45826530456543), (' the', -1.5527079105377197), (' trainer', -12.940229415893555), (' of', -3.0643491744995117), (' the', -0.866104006767273), (' box', -9.066801071166992), ('ers', -0.05487237498164177), (' who', -2.3455798625946045), (' were', -1.956804633140564)]"
240,60,carpool,nonIC,low,pl,Joseph carpooled with the trainer of the boxers who were, were,-1.8917182683944702,"[('Joseph', -9.425392150878906), (' carp', -13.972306251525879), ('ooled', -10.10547924041748), (' with', -1.1394448280334473), (' the', -3.709303379058838), (' trainer', -10.334529876708984), (' of', -2.845889091491699), (' the', -1.1163309812545776), (' box', -7.952415466308594), ('ers', -0.24807386100292206), (' who', -2.110215425491333), (' were', -1.8917182683944702)]"
